site area,structure type,water consumption,recycling rate,utilisation rate,air qality index,issue reolution time,resident count,electricity cost,Appliance_Type,Meter_Type,Usage_Pattern,Energy_Source,Maintenance_Status,Peak_Hour_Usage,Backup_Power,Weather_Condition
3566,Commercial,5068,16,99,88,39,0,3840,Refrigerator,Analog,High,Wind,Average,No,None,Rainy
993,Mixed-use,1000,60,86,135,13,98,1268,Heater,Smart,Low,Wind,Poor,Yes,Inverter,Summer
1598,Mixed-use,2434,46,41,192,35,32,1597,AC,Analog,Low,Solar,Average,Yes,Inverter,Winter
4213,Industrial,3964,49,71,177,3,0,4308,Washing Machine,Smart,High,Wind,Average,Yes,Inverter,Rainy
2942,Mixed-use,3493,69,97,189,49,194,2566,Refrigerator,Analog,Low,Wind,Good,No,Generator,Rainy
801,Industrial,1000,39,47,42,44,0,1406,Washing Machine,Analog,Medium,Grid,Average,No,Generator,Summer
783,Industrial,1000,73,100,93,34,0,2067,Heater,Analog,Low,Grid,Good,No,None,Winter
2994,Commercial,3408,56,40,192,30,0,3064,Fan,Smart,Medium,Solar,Good,No,Inverter,Summer
3734,Industrial,3986,44,80,26,47,0,4848,Washing Machine,Analog,Medium,Solar,Good,Yes,None,Rainy
4373,Commercial,5765,44,77,79,41,0,4310,Fan,Analog,Medium,Wind,Poor,Yes,Inverter,Summer
513,Residential,1000,20,50,126,52,25,1417,Heater,Analog,Medium,Solar,Good,Yes,Inverter,Summer
1867,Industrial,3222,29,89,77,6,0,2881,Fan,Analog,Low,Wind,Good,No,Generator,Winter
3453,Mixed-use,4567,38,83,40,56,316,2922,Fan,Smart,High,Solar,Poor,No,None,Winter
2809,Residential,2092,58,99,42,21,246,3801,AC,Analog,High,Grid,Good,No,Inverter,Summer
2620,Commercial,2612,78,50,175,59,0,2345,Washing Machine,Smart,High,Grid,Average,Yes,Inverter,Rainy
1045,Residential,1320,59,30,174,4,10,685,Washing Machine,Analog,High,Solar,Good,No,Generator,Summer
4776,Residential,2351,73,74,5,35,155,4064,Washing Machine,Smart,Medium,Wind,Average,No,Generator,Winter
4065,Residential,6306,32,85,44,34,346,5121,AC,Smart,Low,Wind,Average,No,Inverter,Summer
3903,Commercial,5407,69,94,10,56,0,4198,Refrigerator,Smart,High,Solar,Good,Yes,Generator,Rainy
1804,Mixed-use,2446,12,58,128,50,71,2047,Heater,Smart,Low,Wind,Average,No,Inverter,Rainy
4481,Residential,8679,28,59,112,51,196,4726,Fan,Smart,High,Grid,Good,Yes,Inverter,Winter
4297,Commercial,2735,22,47,140,29,0,3776,AC,Smart,High,Grid,Average,No,Inverter,Summer
2005,Commercial,3214,42,66,154,70,0,2332,Heater,Smart,Low,Grid,Poor,Yes,None,Rainy
4372,Industrial,5117,64,73,196,65,0,4895,AC,Smart,High,Solar,Average,No,Generator,Winter
2458,Residential,2896,43,73,108,45,145,2707,AC,Analog,Low,Grid,Average,Yes,Inverter,Winter
4037,Commercial,4047,45,30,147,66,0,4071,Refrigerator,Smart,Low,Wind,Good,No,Generator,Rainy
3766,Residential,1882,40,38,117,32,175,3409,Refrigerator,Smart,Medium,Solar,Average,No,Inverter,Winter
4906,Mixed-use,9231,51,64,194,36,206,3980,Refrigerator,Smart,Low,Solar,Poor,Yes,Generator,Summer
1275,Commercial,1287,68,83,70,42,0,2252,AC,Smart,Low,Solar,Good,Yes,None,Rainy
1422,Residential,1711,46,71,44,37,90,2326,Heater,Analog,High,Grid,Good,No,None,Winter
2096,Commercial,3804,34,62,47,56,0,2379,AC,Smart,High,Grid,Good,Yes,Inverter,Summer
3983,Mixed-use,6344,70,66,4,37,103,2809,Heater,Analog,High,Grid,Poor,Yes,None,Rainy
2822,Residential,2467,33,82,147,39,150,3298,AC,Smart,Medium,Wind,Average,Yes,Generator,Summer
4910,Residential,2918,28,53,165,61,40,3683,AC,Smart,Low,Grid,Good,No,Inverter,Summer
4498,Mixed-use,5515,63,69,96,21,309,3501,AC,Smart,Medium,Solar,Poor,Yes,Inverter,Rainy
3165,Industrial,2096,76,59,119,37,0,3238,Heater,Smart,Medium,Grid,Good,No,Inverter,Summer
2474,Mixed-use,2075,27,94,155,3,176,2334,Refrigerator,Smart,Low,Solar,Poor,No,Inverter,Winter
3464,Residential,3005,45,100,190,58,91,3626,Refrigerator,Smart,High,Grid,Average,Yes,None,Winter
4300,Residential,2357,11,53,44,56,88,3437,AC,Smart,Low,Grid,Poor,No,Inverter,Summer
2065,Commercial,2584,23,97,8,33,0,2705,Heater,Smart,High,Solar,Average,No,Inverter,Winter
565,Industrial,1000,42,61,188,25,0,1337,Washing Machine,Smart,High,Solar,Poor,No,None,Rainy
3066,Industrial,2618,77,30,113,58,0,3027,Refrigerator,Smart,Medium,Solar,Average,Yes,Inverter,Summer
4343,Residential,8020,39,47,69,42,395,5150,AC,Analog,Medium,Wind,Poor,Yes,None,Rainy
4216,Residential,6354,13,85,104,6,198,4647,AC,Smart,Low,Solar,Poor,Yes,Generator,Summer
1201,Mixed-use,1771,34,83,29,42,47,1440,Refrigerator,Smart,Low,Grid,Good,No,Generator,Rainy
3660,Commercial,5985,83,46,36,48,0,3290,Refrigerator,Analog,Medium,Grid,Average,No,Generator,Summer
1805,Residential,3179,30,85,132,34,112,2502,Heater,Smart,Low,Wind,Good,Yes,None,Winter
1023,Commercial,1574,35,30,75,25,0,1443,Washing Machine,Smart,Medium,Grid,Average,Yes,Inverter,Winter
2530,Commercial,2818,16,97,163,42,0,2818,Refrigerator,Smart,High,Solar,Good,Yes,Inverter,Rainy
3433,Mixed-use,2035,25,82,122,4,60,2920,Washing Machine,Smart,High,Solar,Average,No,Inverter,Winter
1447,Residential,1000,87,74,67,63,124,2311,Washing Machine,Smart,Medium,Grid,Average,No,None,Summer
4416,Residential,2802,68,67,43,31,288,4426,Washing Machine,Smart,Low,Solar,Good,Yes,Generator,Summer
4616,Residential,4440,81,33,180,38,35,2975,Heater,Analog,High,Solar,Good,Yes,Generator,Summer
1995,Commercial,1626,62,41,47,36,0,1806,Refrigerator,Analog,Medium,Grid,Average,No,Generator,Rainy
3906,Mixed-use,5036,43,45,126,70,362,2797,Fan,Smart,High,Solar,Poor,Yes,Generator,Winter
994,Residential,1022,54,36,86,33,67,1355,Washing Machine,Smart,Low,Wind,Average,Yes,None,Rainy
2363,Residential,4346,89,84,183,24,100,3043,Heater,Smart,Medium,Solar,Good,Yes,None,Winter
2000,Mixed-use,2113,72,82,198,62,93,2049,Fan,Smart,High,Solar,Good,No,Generator,Winter
4527,Mixed-use,3735,57,98,152,34,60,3540,AC,Smart,High,Solar,Poor,Yes,None,Rainy
4413,Mixed-use,7316,88,96,114,16,318,3524,AC,Smart,Medium,Solar,Poor,No,Generator,Summer
1864,Mixed-use,4078,61,46,105,1,125,1760,Fan,Smart,Medium,Grid,Average,Yes,Inverter,Rainy
4651,Commercial,8326,26,93,142,38,0,4802,Heater,Smart,High,Solar,Good,Yes,None,Winter
3979,Mixed-use,2216,75,33,22,10,112,2245,Refrigerator,Smart,High,Wind,Poor,Yes,Generator,Winter
735,Commercial,1000,35,87,192,28,0,1444,Refrigerator,Analog,High,Grid,Poor,Yes,None,Winter
2209,Mixed-use,1000,80,31,135,47,84,1475,Fan,Analog,Low,Grid,Good,No,Generator,Winter
2165,Residential,2763,14,30,128,28,174,2728,Fan,Smart,High,Wind,Poor,Yes,Inverter,Summer
4682,Residential,8981,66,70,138,6,430,5959,Fan,Analog,Low,Grid,Average,Yes,Generator,Winter
1744,Mixed-use,3027,86,31,66,39,48,1191,Washing Machine,Analog,Medium,Grid,Good,Yes,Generator,Winter
3080,Commercial,6694,50,69,164,30,0,3146,AC,Analog,Low,Grid,Average,Yes,None,Rainy
2264,Commercial,3092,37,30,41,64,0,2327,Heater,Smart,High,Solar,Poor,No,Generator,Summer
2821,Commercial,1830,28,44,119,52,0,2768,Fan,Analog,Low,Wind,Average,Yes,None,Rainy
4646,Commercial,6691,23,81,126,72,0,4217,Heater,Analog,High,Grid,Good,Yes,None,Winter
4617,Industrial,5428,65,86,172,69,0,5175,Washing Machine,Analog,Low,Wind,Average,Yes,Generator,Summer
1857,Mixed-use,1503,57,84,151,23,30,2032,AC,Smart,Medium,Solar,Average,No,None,Rainy
3438,Commercial,1583,39,97,193,50,0,3607,Heater,Smart,Medium,Solar,Average,No,Generator,Winter
666,Commercial,1000,43,80,147,10,0,1041,Washing Machine,Smart,Low,Wind,Good,Yes,None,Rainy
2280,Mixed-use,4811,19,92,161,39,203,2117,AC,Smart,Low,Solar,Poor,No,Inverter,Winter
1389,Commercial,1807,29,98,174,7,0,1794,Fan,Analog,Low,Solar,Average,No,Generator,Rainy
640,Commercial,1000,42,63,136,1,0,968,AC,Analog,Low,Grid,Average,Yes,Inverter,Winter
3240,Mixed-use,2625,66,42,15,66,88,2355,AC,Smart,Low,Solar,Poor,No,Generator,Rainy
4137,Residential,4470,87,73,129,21,175,3704,Fan,Analog,Low,Solar,Average,No,None,Winter
4687,Residential,8883,37,33,34,49,129,3769,Heater,Analog,Low,Grid,Poor,Yes,Generator,Summer
4201,Commercial,5885,38,54,186,35,0,3628,Fan,Smart,Medium,Wind,Good,Yes,None,Summer
2103,Commercial,1493,84,68,117,37,0,2460,Fan,Analog,High,Wind,Good,No,Generator,Rainy
3157,Residential,2713,24,76,43,30,220,3539,Fan,Smart,High,Solar,Good,No,Inverter,Rainy
4102,Residential,4773,22,92,46,14,386,5379,Washing Machine,Analog,Low,Wind,Average,No,Generator,Winter
1283,Residential,2921,22,72,128,29,35,1914,Refrigerator,Analog,Medium,Grid,Good,No,Inverter,Rainy
944,Commercial,2103,62,98,3,56,0,1862,Fan,Smart,Medium,Solar,Average,Yes,Inverter,Summer
2347,Industrial,1504,68,82,58,25,0,3059,Refrigerator,Analog,Low,Solar,Good,No,None,Rainy
4302,Residential,4276,62,34,109,13,35,3016,AC,Smart,Low,Wind,Average,No,None,Summer
3469,Residential,4861,32,89,168,2,39,3311,Refrigerator,Smart,Low,Grid,Average,Yes,Generator,Rainy
2069,Commercial,3675,28,93,121,59,0,2753,Fan,Smart,Medium,Wind,Good,No,Generator,Summer
2076,Commercial,2462,29,41,180,24,0,2360,AC,Analog,Low,Solar,Average,Yes,None,Winter
4482,Residential,5384,31,76,55,34,269,4123,Washing Machine,Analog,Medium,Wind,Good,Yes,None,Winter
4130,Industrial,7425,71,36,65,22,0,4262,Refrigerator,Smart,Medium,Solar,Poor,Yes,None,Rainy
3983,Residential,4413,80,94,166,40,290,4260,Fan,Smart,High,Wind,Poor,No,Generator,Rainy
2103,Commercial,2109,78,53,173,6,0,1977,Refrigerator,Analog,High,Grid,Average,Yes,Inverter,Summer
2292,Industrial,3064,80,45,63,16,0,2788,Refrigerator,Analog,Low,Solar,Good,Yes,Generator,Summer
3995,Residential,4458,12,62,142,24,187,3849,Heater,Analog,Medium,Grid,Good,Yes,None,Winter
1600,Residential,1891,39,63,167,33,111,2176,Fan,Smart,Low,Grid,Poor,Yes,None,Rainy
4695,Residential,7506,33,31,83,64,291,4576,Refrigerator,Analog,Low,Grid,Good,No,Inverter,Winter
544,Residential,1000,63,34,193,70,53,1346,Heater,Smart,Medium,Grid,Good,Yes,Inverter,Summer
4569,Residential,5714,90,71,191,28,328,4781,Refrigerator,Analog,High,Wind,Poor,Yes,Generator,Summer
553,Commercial,1000,17,93,151,18,0,1771,Refrigerator,Smart,Low,Solar,Average,Yes,Inverter,Summer
2994,Residential,4739,69,82,52,21,20,2459,Refrigerator,Smart,Low,Solar,Poor,No,Generator,Winter
1973,Residential,3290,61,73,179,5,100,2247,Fan,Smart,Low,Grid,Poor,No,Generator,Summer
4185,Mixed-use,4704,90,55,96,43,240,3182,Refrigerator,Smart,Medium,Wind,Poor,No,Inverter,Summer
2969,Commercial,3027,24,31,10,59,0,2724,Refrigerator,Analog,High,Solar,Good,No,Generator,Rainy
2568,Residential,3186,87,31,53,55,158,2619,Refrigerator,Analog,Medium,Solar,Average,Yes,Inverter,Summer
1863,Residential,2163,82,33,105,27,51,1460,Refrigerator,Smart,Low,Wind,Average,No,Inverter,Rainy
3284,Mixed-use,4568,13,79,20,72,24,2704,Heater,Analog,Low,Solar,Average,No,Inverter,Winter
1046,Residential,1000,24,40,117,47,49,1355,AC,Smart,High,Wind,Average,No,Generator,Rainy
4862,Residential,5174,40,63,199,27,57,3589,Fan,Smart,Low,Grid,Good,Yes,Inverter,Winter
2378,Commercial,4164,39,50,130,22,0,2419,Washing Machine,Analog,High,Grid,Poor,No,Generator,Rainy
4236,Commercial,4332,15,90,77,39,0,4235,Heater,Smart,Medium,Solar,Good,No,Generator,Winter
3674,Industrial,4410,27,83,134,12,0,4738,Fan,Smart,Medium,Solar,Good,No,Inverter,Winter
1856,Commercial,1000,23,63,188,19,0,2399,AC,Analog,Low,Solar,Poor,Yes,None,Rainy
4508,Mixed-use,4537,72,44,68,1,360,2710,Heater,Analog,High,Grid,Good,Yes,Inverter,Winter
509,Mixed-use,1000,46,82,114,60,37,1286,Heater,Smart,Medium,Wind,Good,Yes,Inverter,Rainy
3158,Industrial,5357,65,78,58,39,0,4233,Washing Machine,Analog,Medium,Grid,Good,No,Generator,Summer
653,Commercial,1000,18,79,184,24,0,1539,AC,Smart,Low,Solar,Poor,No,Generator,Summer
1816,Residential,1719,86,49,60,34,24,1842,Fan,Analog,Low,Solar,Average,No,None,Winter
3284,Commercial,6041,53,66,155,49,0,3382,Refrigerator,Analog,High,Grid,Average,Yes,None,Rainy
2495,Residential,3245,48,56,125,3,191,2864,Fan,Analog,Medium,Wind,Good,No,None,Rainy
4857,Mixed-use,9233,58,98,150,22,154,4016,Fan,Smart,Low,Grid,Good,No,None,Summer
3656,Industrial,4538,14,48,179,25,0,4070,Fan,Analog,Low,Solar,Poor,Yes,Inverter,Winter
571,Mixed-use,1313,49,52,190,42,12,1163,Fan,Smart,Medium,Grid,Good,No,Inverter,Rainy
2751,Industrial,3246,83,65,115,2,0,3447,Refrigerator,Smart,Medium,Wind,Good,No,Generator,Rainy
1970,Commercial,1845,44,90,109,33,0,2106,AC,Smart,Low,Solar,Good,Yes,Inverter,Rainy
2761,Industrial,2219,30,37,59,47,0,2674,Refrigerator,Smart,Medium,Wind,Average,No,Inverter,Summer
3673,Residential,6172,64,66,41,40,284,4126,Washing Machine,Analog,High,Grid,Good,Yes,Generator,Summer
1809,Residential,3233,33,44,124,7,175,2547,Washing Machine,Smart,Low,Grid,Poor,Yes,None,Rainy
671,Residential,1000,62,98,174,50,52,1938,Refrigerator,Analog,Medium,Wind,Poor,No,Generator,Summer
2847,Mixed-use,3983,65,44,52,61,258,1869,Washing Machine,Analog,Low,Grid,Poor,No,None,Winter
2878,Industrial,4234,10,68,174,37,0,4053,Fan,Analog,High,Grid,Average,No,Generator,Summer
1045,Industrial,3286,29,64,196,26,0,2180,Washing Machine,Analog,Low,Grid,Poor,Yes,None,Winter
886,Residential,1429,37,87,74,27,53,1472,AC,Analog,High,Solar,Average,No,None,Summer
2249,Commercial,1164,18,31,189,68,0,2630,Fan,Analog,Medium,Solar,Average,Yes,Generator,Rainy
4136,Mixed-use,6003,56,71,61,27,87,3187,AC,Smart,High,Solar,Poor,Yes,None,Winter
1964,Industrial,3091,55,95,144,72,0,3272,Fan,Smart,Medium,Grid,Poor,No,Generator,Rainy
2179,Residential,1619,70,31,77,9,48,1322,Fan,Smart,High,Solar,Poor,No,Generator,Summer
1312,Commercial,1000,81,57,158,5,0,1571,Refrigerator,Analog,High,Grid,Good,No,Inverter,Summer
848,Residential,1000,85,37,171,26,83,1235,Refrigerator,Analog,Low,Wind,Poor,Yes,None,Summer
880,Residential,1000,64,99,193,8,36,1749,Fan,Analog,Medium,Grid,Average,Yes,Generator,Rainy
1459,Residential,1384,64,79,36,67,73,2145,AC,Analog,Medium,Wind,Average,Yes,None,Winter
4806,Mixed-use,2905,39,80,178,42,340,3688,AC,Analog,Medium,Grid,Good,Yes,None,Winter
2839,Mixed-use,3035,82,46,133,24,90,2123,Heater,Analog,High,Solar,Poor,Yes,Inverter,Summer
4860,Commercial,9386,21,76,73,11,0,4605,Heater,Smart,Medium,Grid,Good,Yes,Inverter,Winter
1224,Mixed-use,1000,39,55,143,43,22,1435,Washing Machine,Analog,High,Solar,Good,Yes,None,Rainy
2187,Commercial,2224,76,63,125,24,0,2011,Washing Machine,Analog,Medium,Wind,Average,No,Inverter,Winter
3646,Residential,1952,43,36,79,20,86,2988,Washing Machine,Smart,Low,Grid,Good,No,Inverter,Summer
697,Residential,1360,76,55,170,43,43,1446,AC,Smart,Medium,Wind,Poor,No,Inverter,Rainy
880,Residential,1000,64,99,193,8,36,1749,AC,Analog,Medium,Wind,Average,No,Generator,Summer
2160,Residential,3714,11,36,39,28,111,1845,AC,Smart,High,Grid,Poor,Yes,Generator,Summer
2517,Mixed-use,4120,35,69,73,45,179,2040,AC,Smart,Low,Grid,Good,Yes,Generator,Summer
2747,Residential,3556,57,56,195,50,251,3471,Refrigerator,Smart,Medium,Grid,Poor,Yes,None,Summer
3456,Residential,3277,27,81,106,54,276,4086,AC,Smart,Medium,Grid,Good,Yes,None,Winter
741,Residential,1000,33,39,71,41,44,898,Heater,Analog,High,Grid,Good,No,Generator,Summer
2755,Residential,3751,20,81,98,11,227,3320,Washing Machine,Smart,Low,Wind,Average,No,Generator,Summer
2420,Commercial,4014,42,77,137,26,0,2986,Washing Machine,Analog,High,Grid,Good,No,Inverter,Rainy
1309,Residential,1212,46,77,185,34,126,2521,Washing Machine,Smart,Low,Solar,Good,No,None,Summer
4992,Residential,2913,81,100,41,12,231,4625,Fan,Smart,Low,Grid,Good,Yes,None,Rainy
3938,Mixed-use,2394,19,57,106,55,110,2773,AC,Analog,Low,Solar,Average,No,None,Rainy
2131,Residential,1598,51,61,48,34,121,2579,Washing Machine,Smart,Medium,Wind,Poor,No,Generator,Rainy
4021,Residential,2014,58,53,32,10,186,3334,Refrigerator,Analog,High,Wind,Average,No,None,Winter
3956,Commercial,5296,52,58,143,2,0,3406,Washing Machine,Smart,High,Solar,Poor,Yes,Inverter,Rainy
1116,Residential,1251,17,99,145,9,98,2273,Fan,Smart,Low,Solar,Average,Yes,None,Summer
1658,Mixed-use,2513,35,31,6,16,39,1192,Heater,Analog,High,Wind,Good,Yes,Generator,Winter
2443,Mixed-use,2029,82,33,52,22,217,1412,AC,Analog,Medium,Wind,Average,Yes,Inverter,Rainy
998,Residential,1147,30,46,70,60,67,1317,Heater,Smart,High,Wind,Average,Yes,Generator,Rainy
1552,Commercial,2848,90,61,147,26,0,1563,Washing Machine,Smart,High,Wind,Poor,No,Inverter,Rainy
2277,Mixed-use,2149,17,46,144,6,163,1819,Fan,Analog,Low,Solar,Average,Yes,Inverter,Rainy
1082,Residential,1286,16,61,7,15,24,1415,AC,Smart,Medium,Solar,Average,Yes,None,Winter
3903,Residential,6970,39,61,45,7,364,5052,AC,Smart,High,Grid,Average,No,Generator,Winter
4488,Residential,2616,23,41,64,2,369,4427,Washing Machine,Analog,Low,Wind,Average,Yes,None,Winter
1677,Commercial,2450,66,100,47,27,0,2077,Fan,Analog,Low,Grid,Average,Yes,Inverter,Summer
1275,Mixed-use,1000,85,73,139,47,12,1513,Refrigerator,Smart,Low,Solar,Average,No,Generator,Rainy
2787,Commercial,5372,34,100,143,39,0,3287,Washing Machine,Smart,Low,Wind,Average,Yes,Inverter,Summer
4181,Residential,3016,81,73,31,45,334,4911,Washing Machine,Analog,Medium,Solar,Good,No,Generator,Summer
3868,Mixed-use,3427,69,38,145,43,154,2565,AC,Analog,Low,Wind,Average,Yes,Inverter,Summer
2368,Residential,2398,66,92,54,17,230,3604,Refrigerator,Smart,High,Wind,Poor,No,Inverter,Rainy
2954,Residential,1937,57,87,116,63,293,3948,AC,Smart,Medium,Wind,Good,Yes,Inverter,Summer
661,Residential,1000,81,44,146,14,49,1328,Refrigerator,Smart,High,Grid,Average,Yes,None,Winter
4118,Mixed-use,2896,54,58,58,11,29,2955,Fan,Smart,Medium,Grid,Poor,No,None,Winter
3159,Residential,4984,47,72,140,46,268,3895,Washing Machine,Smart,Medium,Wind,Good,Yes,Inverter,Winter
4175,Commercial,4786,17,81,56,13,0,3961,Washing Machine,Smart,Low,Grid,Poor,No,Generator,Winter
2962,Commercial,5669,31,41,169,31,0,2933,Refrigerator,Analog,Medium,Wind,Good,Yes,Inverter,Summer
3354,Residential,4359,65,85,96,13,262,4180,Fan,Analog,High,Grid,Good,Yes,None,Rainy
4588,Commercial,7692,31,46,66,70,0,4206,Refrigerator,Analog,Low,Solar,Poor,Yes,Inverter,Summer
2831,Residential,4056,66,62,83,51,171,3315,AC,Analog,Low,Wind,Average,No,Inverter,Rainy
4586,Commercial,8910,12,85,30,48,0,4741,Fan,Analog,Medium,Grid,Average,No,None,Rainy
4026,Commercial,8261,11,43,150,65,0,3625,AC,Analog,Medium,Wind,Poor,No,None,Rainy
1382,Residential,2050,65,54,100,67,77,1870,Heater,Smart,Low,Solar,Average,Yes,Generator,Rainy
4579,Residential,2504,72,36,8,66,66,3023,AC,Smart,Medium,Solar,Good,Yes,Inverter,Summer
2101,Residential,2820,63,89,32,15,21,1830,Fan,Analog,High,Wind,Good,No,Generator,Summer
2375,Residential,1117,36,93,154,11,219,3034,AC,Smart,Medium,Wind,Poor,Yes,Inverter,Summer
1774,Residential,2086,43,47,113,38,166,2583,Heater,Smart,Low,Wind,Average,Yes,None,Summer
3060,Industrial,2968,21,71,21,34,0,3654,Heater,Analog,Low,Grid,Average,Yes,Generator,Rainy
2254,Mixed-use,3043,19,68,94,14,206,2041,Fan,Analog,High,Solar,Average,Yes,Inverter,Winter
2001,Residential,2686,29,93,46,48,178,2894,AC,Analog,High,Wind,Poor,Yes,Generator,Rainy
2765,Residential,2480,20,49,116,53,234,3331,Heater,Analog,High,Wind,Good,Yes,Inverter,Rainy
750,Industrial,1000,68,32,49,5,0,1282,Refrigerator,Analog,High,Grid,Average,No,Generator,Rainy
4977,Mixed-use,5278,88,71,43,33,206,3824,Fan,Analog,Medium,Wind,Good,No,None,Rainy
1845,Commercial,1491,11,64,121,42,0,2501,Heater,Analog,Medium,Wind,Average,Yes,Inverter,Rainy
3639,Mixed-use,5597,55,37,9,21,140,2522,Fan,Smart,Medium,Grid,Good,Yes,Inverter,Summer
1965,Residential,3587,24,75,26,49,81,2466,Fan,Analog,High,Grid,Good,Yes,Generator,Summer
1912,Residential,1961,14,87,73,34,160,2448,Washing Machine,Analog,Low,Grid,Poor,No,Inverter,Winter
3753,Mixed-use,3242,34,71,137,16,35,3082,Washing Machine,Analog,Low,Grid,Average,Yes,Inverter,Summer
4129,Residential,4576,61,69,131,29,249,4682,Fan,Smart,Low,Wind,Poor,Yes,Inverter,Rainy
4134,Residential,4073,49,89,55,2,364,5106,Heater,Smart,Low,Wind,Average,Yes,Inverter,Summer
4977,Residential,5319,19,33,69,5,209,4349,AC,Analog,Medium,Wind,Good,No,None,Rainy
1125,Residential,1018,41,30,103,55,67,1409,Fan,Analog,High,Solar,Good,No,Inverter,Summer
3300,Residential,1032,52,53,26,26,190,3099,Fan,Analog,High,Grid,Poor,No,Generator,Summer
4219,Residential,5058,72,33,176,25,193,3971,Fan,Smart,Medium,Solar,Average,No,Inverter,Rainy
3593,Mixed-use,1989,75,68,14,18,81,2827,Heater,Smart,Low,Wind,Poor,No,Inverter,Rainy
2406,Residential,2944,56,50,181,39,50,2387,Heater,Smart,Low,Wind,Average,Yes,Generator,Rainy
4902,Commercial,4117,45,78,101,63,0,4597,AC,Smart,High,Grid,Average,No,None,Summer
3639,Mixed-use,5597,55,37,9,21,140,2522,Heater,Smart,Medium,Solar,Good,Yes,Inverter,Rainy
2182,Residential,3681,89,35,19,45,197,2652,Heater,Smart,Low,Solar,Poor,Yes,None,Rainy
3137,Mixed-use,4374,45,75,185,43,311,2621,Washing Machine,Smart,Low,Grid,Good,Yes,None,Summer
4946,Commercial,4013,61,46,192,63,0,4090,Refrigerator,Smart,Low,Wind,Poor,Yes,Generator,Rainy
3277,Residential,5827,39,44,124,65,247,3548,Refrigerator,Smart,Low,Solar,Poor,No,Inverter,Winter
4728,Residential,2216,44,98,51,24,224,4703,Heater,Analog,Low,Solar,Poor,No,None,Rainy
3737,Residential,3475,16,92,129,30,62,3194,Washing Machine,Analog,Low,Grid,Poor,Yes,None,Winter
1514,Residential,2958,25,46,191,36,150,2059,Washing Machine,Smart,Low,Grid,Poor,No,Generator,Rainy
4634,Mixed-use,7692,67,58,137,38,345,3444,Washing Machine,Smart,High,Grid,Poor,Yes,None,Rainy
4384,Mixed-use,5656,27,52,143,41,214,3159,Fan,Analog,High,Grid,Poor,No,Inverter,Rainy
740,Commercial,1000,10,57,46,14,0,1165,Washing Machine,Analog,Low,Grid,Good,No,None,Summer
1193,Residential,1773,29,49,194,15,26,1489,Heater,Smart,Low,Wind,Good,No,Inverter,Rainy
2778,Residential,4160,47,66,105,1,187,3267,AC,Analog,Medium,Wind,Good,No,Generator,Rainy
4481,Mixed-use,6717,37,83,72,44,359,3190,AC,Analog,High,Solar,Good,Yes,None,Rainy
670,Mixed-use,1000,86,70,79,24,23,1353,AC,Smart,Medium,Wind,Good,Yes,Inverter,Summer
2590,Mixed-use,1370,58,77,156,61,132,2225,AC,Analog,Medium,Wind,Good,Yes,Inverter,Rainy
1877,Industrial,2255,48,31,91,66,0,2123,Heater,Smart,Medium,Solar,Poor,No,Inverter,Summer
3421,Residential,4484,58,70,148,9,80,3085,AC,Smart,Low,Grid,Average,Yes,Generator,Rainy
2796,Residential,3535,75,41,8,66,98,2560,Heater,Analog,High,Wind,Good,No,Inverter,Winter
4053,Mixed-use,1988,18,33,154,28,390,2714,AC,Analog,Low,Wind,Poor,Yes,Inverter,Rainy
1748,Residential,2152,76,74,142,3,13,1552,AC,Smart,Medium,Solar,Poor,No,None,Rainy
4803,Commercial,2939,86,40,159,30,0,4256,Refrigerator,Analog,Low,Grid,Good,No,Generator,Summer
2895,Residential,3642,30,99,127,30,206,3671,Refrigerator,Smart,Low,Solar,Average,Yes,Inverter,Summer
1861,Residential,2531,56,86,58,68,152,2869,Fan,Analog,Medium,Grid,Poor,Yes,Inverter,Summer
3182,Mixed-use,4348,67,84,157,44,106,2673,AC,Analog,High,Wind,Poor,No,None,Summer
4349,Residential,7285,24,70,92,44,328,4815,Washing Machine,Smart,Low,Wind,Average,Yes,Generator,Winter
1159,Mixed-use,1000,50,94,107,39,61,1925,Washing Machine,Smart,Medium,Solar,Good,Yes,Inverter,Rainy
892,Residential,1000,33,30,190,59,49,1283,Refrigerator,Analog,High,Wind,Average,Yes,None,Rainy
701,Residential,1133,74,87,42,32,23,1465,AC,Analog,Medium,Grid,Poor,No,Generator,Summer
2796,Commercial,4863,50,94,29,8,0,2908,Fan,Smart,High,Wind,Poor,Yes,Inverter,Winter
608,Residential,1000,89,65,134,38,16,1395,Washing Machine,Smart,Low,Grid,Average,Yes,None,Rainy
2565,Commercial,1108,64,39,166,42,0,2323,Washing Machine,Analog,Low,Wind,Poor,Yes,Generator,Summer
4980,Commercial,4145,19,85,57,25,0,4850,Fan,Smart,Low,Solar,Good,No,Inverter,Rainy
2898,Mixed-use,3215,25,61,190,8,31,2462,Refrigerator,Smart,High,Solar,Average,Yes,None,Summer
1514,Industrial,1731,30,48,147,2,0,2197,AC,Analog,High,Wind,Good,No,None,Summer
1226,Mixed-use,1848,33,53,20,1,17,1331,Heater,Smart,Low,Solar,Good,No,Generator,Winter
4855,Mixed-use,7490,15,52,160,25,221,3483,Washing Machine,Analog,Low,Solar,Good,Yes,None,Rainy
3337,Mixed-use,2984,81,80,116,10,42,2321,Washing Machine,Smart,Medium,Grid,Poor,Yes,None,Summer
